id,text,name,name_number
3502,邹柄，字德久，晋陵人，浩子。弱冠弃科举，从杨时游。才高识远，靖康初权给事中，出守天台。行其所学，类多善政。有文集二十卷，伊川语录一卷。,"邹柄,杨时",2
3503,邹斌，字俊甫，一字倩父，临川人。博记敏识，见陆九渊，问平日何学，以求放心对。登嘉定四年进士，制置使赵方尝委经理三关形胜，措置有方，匾所居曰南堂，聚书万卷，好学不倦，学者称南堂先生。有南堂稿。,"邹斌,陆九渊,赵方,南堂先生",4
3504,邹棐，字克恭，泰宁人。始学于刘彝，元丰间又从杨时游。官终宣城令，有惠政，民爱之。,"邹棐,刘彝,杨时",3
3505,邹进，福建龙溪人。绍兴间与县人蔡青熊保聚为左翼军步兵。山寇焚县治，郡将领兵二十五人御之，三人俱属焉，皆被伤殁。邑人为具殡合葬西关外，名曰：勇士墓。,"邹进,蔡青,熊保",3
3506,邹凤，(1210～1273)，字仲翔，庐陵人。赤手起家，而好施出于天性。景定中，兴国盗起，凤助文天祥讨平之。出入天祥幕十数年。咸淳九年卒，年六十四。,"邹凤,文天祥",2
3507,邹宽，字仲容，师廖金精，得其术，为汪伯彦卜地葬亲，仍借堪舆家论贻书以动之，劝其扬师整旅以复幽燕，必立希世功名。汪是其言而不能用。,"邹宽,汪伯彦",2
3508,邹輗，字行之，一字孝行，平江人。朱熹帅长沙，道经平江，輗谒之，教以归取四书读之，于立身宅心自有所得。輗归读论语，即恍然有悟，自谓独得朱子之传。有自乐轩集。,"邹輗,朱熹",2
3509,邹凤，字凤叔，吉水人，徙永丰。少慷慨有大志，从文天祥勤王，为江西招谕副使，收复兴国、永丰二县，进兵部侍郎。后走潮州，天祥被执，遂自杀。,文天祥,1
3510,邹希衍，馀干人，元明观道士。天圣间遇吴人张台符，授以丹术，四十年不置枕席，年九十而化。后三年有人见于西蜀，又三年寄书与冠服至观谢之，其徒惊讶，开墓视之，已尸解。,邹希衍,1
3511,邹梦遇，字子祥，一作元祥，号艮斋，乐平人，雯子。杨简门人，以词赋荐于乡。为人孝弟，喜愠不形于色，极为简所称。嘉定四年卒。,"邹梦遇,杨简",2
3512,邹应博，泰宁人，应龙从弟。师廖德明。开禧元年登第，历知婺州、苏州，提点江南西路刑狱。真德秀尝荐之。,"邹应博,廖德明,真德秀",3
3513,邹应龙，(1172～1244)，字景初，号南容，泰宁人。庆元二年进士第一，累官起居舍人。与韩侂冑不合，出知赣州，有惠政。侂冑败，入朝，历礼部尚书，以刚直闻。嘉熙初，拜端明殿学士，签书枢密院事，兼权参知政事，致仕归。理宗书南谷二字赐之。淳祐四年卒，年七十三。諡文靖。,"邹应龙,理宗",2
3514,齐恢，字熙业，蒲阴人。第进士，通判陈州，提点成都路刑狱，徙河东，餽饷一无所受。韩琦荐其贤，进太子左谕德。神宗时，以天章阁待制出知相州，召知审官西院，纠察在京刑狱。年六十六卒，赠工部侍郎。恢居乡里，恂恂称君子，临政明白简约，所至人多爱之。,"齐恢,韩琦,神宗",3
3515,齐，字充甫，鄱阳人。与郡人张洪同编朱子读书法。洪序谓：咸淳中分教四明，充甫适客游浙东，遂相与商榷，书而刻诸鄞泮。,张洪,1
3516,齐鲁瞻，字兴龙，徽州人。登宝祐进士。尝与许月卿说易，陈栎称之。,"齐鲁瞻,许月卿",2
3517,廖氏，临江军贡士欧阳希文之妻也。绍兴三年春，盗起建昌，希文与妻共挟其母傅走山中，为贼所追，廖以身蔽姑，使希文负之逃。贼执廖氏，廖正色叱之，贼知不可屈，害之。,欧阳希文,1
3518,廖俣，字季硕，衡山人。淳熙十三年以杨万里荐，受业于朱熹之门。,"廖俣,杨万里,朱熹",3
3519,廖刚，(1071～1143)，字用中，号高峰，南剑州顺昌人。少从陈瓘、杨时学，登崇宁五年进士。宣和初擢监察御史，时蔡京当国，刚论奏无所避，出知兴化军。绍兴初，盗入顺昌，刚遣长子迟谕贼，贼知刚父子信义，散去。召为吏部员外郎，请经营建康，亲拥六师，往为固守计，以杜金人窥伺。历拜御史中丞，知无不言，秦桧衔之。金人叛盟，刚乞起旧相之有德望者，桧闻之曰：是欲置我于何地耶？改工部尚书，致仕。绍兴十三年正月卒，年七十三，諡文清。有高峰文集。,"廖刚,陈瓘,杨时,蔡京,秦桧",5
3520,廖偁，衡山人。天禧进士。好古，能文章，有文曰朱陵编，尝论洪范九璹圣人之法，非有龟书出洛之事也。欧阳修亟称之。,"廖偁,文章,洪范,欧阳修",4
3521,廖雷，为两淮援将。嘉熙间蒙古兵来犯，与同官李仙，王海等俱战没。各赠武翼大夫。,"廖雷,李仙,王海",3
3522,廖衙，字仲辰，将乐人，杨时姪婿。在时门下与罗从彦友，聚生徒于罗源南斋，议论得其壸奥，而年不永。,"廖衙,杨时,罗从彦",3
3523,廖迟，顺昌人，刚长子。绍兴初，盗起旁郡，部使者檄刚抚定，刚乃遣谕贼，贼知刚父子信义，皆散去。,廖迟,1
3524,廖谦，字益仲，一字德之，衡阳人。从朱熹讲学于南岳，熹以打破举子程文，专心理会学问，谦毅然承之。,"廖谦,朱熹",2
3525,廖夷清，(995～1042)，字体卿，南剑州将乐人，徙居建昌军南城县。从李觏游。少孤，力自树立，笃学有才，作诗赋尚俊壮，初举解头，五试礼部皆不耦，庆历二年特奏名，赐同三礼出身，未免选殁于京师，年四十八。,"廖夷清,李觏",2
3526,廖彦正，夔州人。为南平录参，徽宗求直言，彦正上封事，极论时政缺失，由是被召。会修大河，除都水使者，中人有与争者，彦正欲力正其罪，遂被斥。后入党籍。,"廖彦正,徽宗",2
3527,廖莹中，字群玉，号药洲，邵武人。登科，为贾似道客，尝除太府丞，知某州，皆不赴。咸淳间，命善工翻刻淳化阁帖、绛帖，皆逼真。似道还越待罪，莹中相从不舍，一夕与似道痛饮，悲歌雨泣，五更归舍，服冰脑而死。,"廖莹中,贾似道",2
3528,廖邃明，清湘人。能文辞，长于乐府。少不羁，尚气諠。陈瓘南迁过全，无敢近者，邃明独问劳如故。折彦质贬岭南，谒湘山，邂逅与语甚悦，欲与之俱，邃明慨然从之。后数年，折得还，而邃明死，折作诗弔之。,"廖邃明,陈瓘,折彦质",3
3529,荣氏，仪真人，薿女弟。读论语孝经能通大义，事父母孝，长归马元颖。建炎二年，贼张遇寇仪贞，扶姑及二女走维扬，贼后至，胁之不从，遂遇害。,张遇,1
3530,翟亮，河南伊阳人，进次子。随父军中，金兵犯洛阳，亮巷战而死。,翟亮,1
3531,翟望，汴京人。大父光图，尝为安定靖王教授。望喜读骚经，寓词蘅杜间，海水边沙外，属思幽放，人莫测其意。,"翟望,莫测",2
3532,翟琮，河南伊阳人，兴子。沈勇有父风，继兴为京西北路镇抚使，兼知河南府。,翟琮,1
3533,翟进，字先之，河南伊阳人，兴弟。以捕盗劳，补下班殿侍。累功充京西第一将，屡与金人夹河战，乘胜入洛阳，迁武功大夫，充京西北路兵马都钤辖，寻陞本路制置使。杨进绝水犯进营，进乘半渡击之，追贼数十里，马惊坠堑，为贼所害。,"翟进,杨进",2
3534,翟兴，(1073～1133)，字公祥，河南伊阳人。徽宗时，与弟进应募击贼，号大翟小翟。以保护陵寝功，累官京西北路安抚制置使，兼知河南府。讨平杨进，屡胜金兵，进武功大夫、忠州团练使。绍兴三年，刘豫将迁汴，阴遣部将杨伟杀兴，年六十一，事闻，赠保信军节度使。兴为将多勇，军食或不继，士以菽粟杂蕧藿食之，激以忠义，无不奋厉。在河南，金人不敢犯诸陵。诏赐军名忠护。,"翟兴,徽宗,杨进,杨伟",4
3535,翟汝文，(1076～1141)，字公巽，丹阳人，思子。元符三年进士，徽宗时拜中书舍人，内外制典雅，一时称之。绍兴初，除参知政事，秦桧劾其专擅，罢去。十一年八月卒，年六十六。门人私諡忠惠。汝文风度翘楚，好博古，工画，尤精篆隶，所著忠惠集三十卷，极为作者所推。又有东汉通史五十卷、圃学五卷、人物志五卷、广闻三卷。,"翟汝文,徽宗,秦桧",3
3536,翟守素，(922～992)，字昭俭，济州任城人。后晋天福初，以荫入仕，补殿直，转供奉官。周世宗时，为承天军使。太祖时，随王全斌平蜀，授引进副使。出为成都管内十州都巡检，迁知杭州军事，召归为西京东巡检，权知河南府。端拱初，充天雄军兵马钤辖，知大名府。改并州，移夏州，徙石州。淳化三年卒，年七十一。守素逮事四朝，緜历内职五十馀年，宽仁容众，所至有治绩。,"翟守素,周世宗,太祖,王全斌",4
3537,翟逢亨，归善人。博学，事母至孝。居白鹤峰东，苏轼谪惠时，尝与往还。,"翟逢亨,苏轼",2
3538,赵方，(？～1221)，字彦直，衡山人。棠子。从张栻学，登淳熙八年进士，知青阳县，历荆湖置制使，兼知襄阳府。一意主战，数败金人，进显谟阁直学士大中大夫、刑部尚书、京湖制置大使，嘉定十四年卒，累赠太师，諡忠肃。方起自儒生，帅边十年，以战为守，留意人才，诸名将多出其麾下，推诚擢任，致其死力，使朝廷无北顾之忧，及卒，人皆惜之。,"赵方,张栻",2
3539,赵氏，贝州人。王则反，闻赵氏有殊色，使人刼致之，欲纳为妻，赵日号哭嫚骂求死，贼爱其色而不杀，日使人守之，赵知不能脱，佯应礼聘，遂自缢于舆中。,"赵氏,王则",2
3540,赵氏，饶州乐平人。建炎中，其夫王袤监上高酒税，金兵至，弃官逃，赵从行，遇金人缚以去。值金人入室剽掠，赵宛转解缚，并解夫缚，俾速逃。俄而金人出问，赵误指，金人怒，即杀赵氏。,"赵氏,王袤,赵从",3
3541,赵氏，永新人，适谭氏。景炎二年元兵破其城，赵氏抱婴儿随舅姑匿邑校中，为悍卒所获，杀其舅姑，执赵欲污之，赵不从，遂与婴儿并遇害，其血渍入砖，为妇人婴儿状，久而益显。,"赵氏,谭氏,赵不",3
3542,赵立，(1094～1130)，徐州人。以勇敢隶兵籍，靖康初金人大入，盗贼群起，立数有战功，为武卫都虞候。建炎二年金人攻徐，王复拒守，命立督战，中六矢，战益厉，复酌酒挥涕劳之。城陷，复与其家皆死难，立巷战夺门以出，金人击之死。夜半得微雨而苏，乃杀守者，入城求复尸瘗之。金人北还，立率残兵邀击，军声复振，遂复徐州。四年，金围楚州，诏以立守，立募士焚其梯，登磴道以观，飞砲中其首而绝，年三十七。諡忠烈，为立祠，名曰显忠。,"赵立,徐州",2
3543,赵立，字德修，重庆人。第进士，以上书忤贾似道被谪。德祐初，起为太社令、湖北提刑，使蜀，趣诸将入卫。至重庆，则昝万寿已降，张珏方城守为后图，立无以复命，还至涪，沈水死。,"赵立,贾似道,昝万寿,张珏",4
3544,赵丙，字南正，居洛阳，累官太常卿。元丰五年与富弼文彦博等十二人为耆英会，时年已七十五岁。有文稿十四编，司马光为之序。,"赵丙,富弼,文彦博,司马光",4
3545,赵山几，字景仁，西安人，抃长子。由荫登第，元丰中通判温州。代还，为太仆丞，擢监察御史。以父老，请外，提举两浙常平。元祐五年再为御史，所言皆切时务。避执政亲嫌，改都官员外郎，出提点京东刑狱。元符中，历鸿胪太仆少卿，以蔡卞排挤，遂不用，未几卒。,蔡卞,1
3546,赵生，天水人。得韩愈文数十篇未达，擕以示柳开，开一见遂知为文之趣。,"赵生,柳开",2
3547,赵吉，高安人。疎狂落魄，苏辙谪居高安，吉往见曰：惜君好道而不得要，阳不降，阴不升，故肉多而浮，面赤而病，教,"赵吉,高安,苏辙",3
3548,赵抃，(1008～1084)，字阅道，自号知非子，衢州西安人。第进士，为武安军节度推官。景祐初，累官殿中侍御史，弹劾不避权倖，时称铁面御史。历益州路转运使，加龙图阁学士知成都，以一琴一鹤自随，为政简易。神宗立，擢参知政事，与王安石不合，再知成都，蜀郡晏然。以太子少保致仕。元丰七年八月卒，年七十七，諡清献，赠太子少师。抃长厚清脩，日所为事，夜必衣冠露香以告于天。晚学道有得，将终，与子屼诀，词气不乱，安坐而没。诗谐婉多姿，不类其为人。有赵清献集。又萃襌门语录，拈而颂之，凡百篇，名曰拈古颂。,"赵抃,神宗,王安石",3
3549,赵炎，字光叔，嵊县人。陈著门人，著称其有学有识，有才有骨。官义乌簿。,"赵炎,陈著",2
3550,赵庚，字叔初，泉州晋江人。淳熙八年进士，历广西常平干官，乞祠归。后客五羊，廖槎溪为帅，尤加敬焉。及卒贫甚，门人黄以宁葬之。,"赵庚,黄以宁",2
3551,赵玭，(921～978)，澶州人。晋天福中以纳财助边官濮州司户参军，至周为刺史，入宋迁左监门卫大将军判三司。为人狂躁婞直，多忤旨，太祖颇优容之。后以大言诋赵普，黜为汝州牙校。太平兴国三年卒，年五十八。,"赵玭,太祖,赵普",3
3552,赵阜，(1195～1252)，字则平，尤溪人，纲子。清明秀敏，端平二年进士，真德秀称其斌有古体。再转为漳州录事参军，淳祐十二年调潮州教授，未赴而卒，年五十八。,"赵阜,真德秀",2
3553,赵朋，遂宁民兵。元兵至，朋拒战，左臂已断，而战不休，没于阵。事闻、褒恤之。,赵朋,1
3554,赵昱，字希光，号中川，资州人，雄子。少苦学，以司马周程氏学为师，又私淑张栻。性冲淡，出仕二十馀年，然历任不满三年。为广安守，家居无复宦情。先是雄常为孝宗言吴挺专制之害，不能用。开禧间吴曦之变，昱每念父言，辄投身大痛，后竟绝粒而死。,"赵昱,司马,张栻,孝宗,吴挺,吴曦",6
3555,赵范，字武仲，号中庵，衡山人，方子。宁宗时与弟葵屡破金人，累迁直徽猷阁、知扬州，兼淮东安抚副使。其后力主诗李全，筹画甚备，议皆不行。既而讨贼之谋决，用其策，果戮全。进工部尚书，历京湖安抚制置使，兼知襄阳府。范至，则倚王旻、李伯渊等为腹心，朝夕酣狎，边防废弛。南北军将交争，范失于抚驭，因之刼略，钱粮仓库，悉为敌有。被劾，送建宁府居住。嘉熙中复职，终知静江府，卒諡忠敏。,"赵范,宁宗,李全,王旻,李伯渊",5
3556,赵俣，神宗第十二子。靖康初授河东剑南四川节度使，累封燕王。靖康三年徽宗幸青城，与弟偲为徐秉哲逼送金营，北行至庆源境上，俣乏食卒，偲至韩州亦卒。,"赵俣,神宗,徽宗,徐秉哲",4
3557,赵狩，奉符人。受业石介与士建中，后受业于孙复。忽与方士游，学养生术，介作可嗟文责之。,"赵狩,石介,士建中",3
3558,赵晁，真定人。仕周累官河阳三城节度、孟怀等州观察措置等使。归宋，加检校太尉，以疾归京师卒，年五十二。晁仪貌雄伟，好聚敛，处方镇，以贿闻。以周初与赵弘殷分掌禁军，故太祖常优礼之。,"赵晁,赵弘殷,太祖",3
3559,赵淮，字元辅，号靖斋，衡山人，葵从子。李全之叛，屡立战功，累官至淮东转运使。德祐中戍银树坝，兵败，与其妾俱被执，至瓜洲，元师阿术使淮招李庭芳降，许以大官，淮阳许诺，至扬州城下，乃大呼曰：李庭芝，男子耳，死毋降也。元帅怒杀之。其妾长沙人，淮既死，弃尸江滨，妾俘于军校帐中，欲纳之，乃诡言葬淮后始从，军校怜而许之。妾聚薪焚淮骨，置瓦缶中，自抱持，操小舟至急流，跃入水中而死。,"赵淮,李全之,李庭芝",3
3560,赵章，为四川金坪统制官，绍定四年，元兵陷金坪，章战死。,赵章,1
3561,赵密，(1095～1165)，字微叔，太原清源人。政和四年用材武试河北队将。建炎中，金兵陷扬州，士民数万从乘舆渡江，密露立水滨，麾舟济之。从张俊征战，屡立奇功，累迁殿前都指挥使。隆兴二年进少保，干道元年致仕，寻病卒，年七十一。,"赵密,张俊",2
3562,赵悰，字彦忠，晋江人。与朱熹善，为福建运管，宽盐法之病民者。知惠州，治以最闻，就官举常平，卒于官。,"赵悰,朱熹",2
3563,赵旉，高宗子。金人侵淮南，高宗幸临安，会苗傅、刘正彦作乱，逼帝襌位于旉。既而傅等伏诛，帝复位，以旉为皇太子，从幸建康。太子属疾，宫人误蹴地上金炉有声，太子惊悸，疾转剧，卒諡元懿。,"赵旉,高宗,苗傅,刘正",4
3564,赵晨，为卭州守。元兵陷简州，晨亲率雅州牌手出战，力尽而死。,赵晨,1
3565,赵野，(1084～1127)，开封人。政和二年进士，历监察御史、起居舍人，累拜刑部尚书、翰林学士。时蔡京、王黼更迭秉政，野处之皆得其心，积官门下侍郎，寻落职。建炎元年，知密州，会盗贼充斥，车驾如淮南，命令阻绝，野弃城去，为军校杜彦等所杀，年四十四。,"赵野,蔡京,王黼",3
3566,赵偲，(？～1127)，神宗第十四子，累封越王。靖康初，授永兴成德节度使、雍州真定牧。靖康二年与兄俣，同为徐秉哲逼送金营，行至韩州而卒。,"赵偲,神宗,徐秉哲",3
3567,赵普，(922～992)，字则平，蓟人。初事太祖为书记，能以天下事为己任。太宗时拜太师，封魏国公。历相两朝，决事如流。普初寡学术，太祖曾劝以读书，自是手不释卷。尝谓太宗曰：臣有论语一部，以半部佐太祖定天下，以半部佐陛下致太平。淳化三年卒，年七十一。追封韩王，諡忠献。,"赵普,太祖,太宗",3
3568,赵焯，(？～1183)，字景昭，开封人。吕祖谦尝介之见汪应辰，应辰称其练达世故，于流辈中不易得，焯遂师应辰。干道八年举进士，与陆九渊为同年友。历官司直，仕至国子监簿，淳熙十年卒。,"赵焯,吕祖谦,汪应辰,应辰,陆九渊",5
3569,赵贺，字馀庆，开封封丘人。举毛诗及第，出补临朐县主簿，为寇准所知，改大理评事。真宗决策澶渊，遣使省州县，贺以太子中舍安抚京东。历通判明宿二州，徙汉州。蜀吏喜弄法，而贺精明，多所究诘，人目为赵家关。累迁给事中，历知延同秦邓越濠庐郑蔡寿十州卒。,"赵贺,寇准,真宗",3
3570,赵琳，字君善，崑山人，鼎曾孙。自进士为常州教授，作亭表邹浩墓。历宗正丞、都官郎，理宗欲用为谏官，有沮之者，出知吉州，不赴，乞祠归，后以宝谟阁致仕。琳清修寡欲，藏书万卷，卒年七十八。,"赵琳,邹浩,理宗",3
3571,赵隆，字子渐，秦州成纪人。从王韶收复熙河，从李宪破西市师，讨鬼章外河诸羌，擒鬼章。为泾原将，战平夏川，功最多。童贯与论燕云事，歆以爵赏，隆曰：隆武夫，岂可干赏以败祖宗二百年之好。贯遂白知西宁州，充陇右都护，累迁捧日天武都指挥使，仍为本道马步副都总管卒，赠镇潼军节度使。,"赵隆,王韶,李宪,童贯,武都",5
3572,赵开，(1066～1141)，字应祥，普州安岳人。元符三年进士，宣和中除成都路转运判官，总领四川财赋。高宗中兴，从张浚治兵秦州，经画费用，常无缺。寻除徽猷阁待制，终右文殿修撰部大主管川陕茶马。绍兴十一年卒，年七十六。,"赵开,高宗,张浚",3
3573,赵棠，曹州济阴人，孟氏节度使廷隐之后。弃官隐居番禺，与异僧志言善，以偈颂相寄，万里间数日而达。棠年五十四死，盛夏身不坏，仁宗以身置寺中，题曰显化襌师。其后善厚者礼之，见额上荧然有光，就视之，得舍利。,"赵棠,仁宗",2
3574,赵棠，衡山人。少从胡宏学，慷慨有大志。尝见张浚于督府，浚雅敬其才，欲以右选官之，棠不为屈。累以策言兵事，浚奇之。命子栻与棠交，棠之子方遂从栻学焉。,"赵棠,胡宏,张浚",3
3575,赵畯，字德进，宋城人。少治易，闻考城士人家有藏龚深甫易解，乃徒步登门求借阅。及登科，徐处仁秉政，荐为敕令所删定官，方改京秩而归。建炎间，乡人竞为迁徙计，畯独留乡自如。刘豫僣号，起为乡官，闻命不食卒，年七十馀矣。,"赵畯,龚深,徐处仁",3
3576,赵滋，字子深，开封人。少果敢任气，有智略。康定初，以右侍禁选捕京西叛卒，有功，迁左侍禁。后为泾原仪渭镇戎军都巡检，历知保、雄州。英宗即位，领端州防御使，卒，赠遂州观察使。滋驭军严，战卒旧不服役，滋役之如厢兵，莫敢有言。缮治城壁楼橹，至于簿书米盐，皆有条法。性尤廉谨，然傲慢自誉，此其短也。,"赵滋,英宗",2
3577,赵遂，(1162～1246)，字景初，号野塘，郑州人，徙玉山，蕃子。少传家学，负笈千里，南岳麓、东丽泽，以寻张吕之绪。从戴溪受春秋之学。以父遗恩补上州文学，固辞，诏以承务郎致仕，仍推于其子。淳祐八年卒，年八十五。遂事亲至孝，执丧送终哀动行路，骨见衣表。尝于所居之侧，绵蕝数椽，扁曰野塘书院。,"赵遂,吕之,戴溪",3
3578,赵询，(1192～1220)，初名与愿，德昭九世孙。宁宗收养宫中，赐名曮，更名帱。开禧初，边事急，金人请诛首议用兵者，曮用翊善史弥远计，奏韩侂冑轻起兵端，上危宗社，宜赐黜罢，以安边境，帝从之。旋立为皇太子。封荣王，后更名询。嘉定十三年薨，年二十九。諡景献。,"赵询,宁宗,史弥远",3
3579,赵瑜，赵州人。家室豪右，自言谙练边事。开宝中命为易州通判，岁满以太子洗马移桂阳，瑜至即称疾，遂以张侃代之。侃奏瑜在任累月得羨银数十斤，虽送官而不具数闻。瑜坐是杖流海岛。,"赵瑜,张侃",2
3580,赵瑜，雄州归信人，振次子。善骑射，元昊入寇，与兄珣皆在阵弔，战甚力，以孤军被围，众寡不敌，兄被摛死贼中，瑜仅以身免。,赵瑜,1
3581,赵木咢，徽宗第十五子。政和中历剑南东川威武军节度使，累封沂王。后从钦宗北迁，与驸马刘彦文告上皇左右谋变，金遣人按问，对辩三日，木咢、彦文气折，被诛。,"徽宗,钦宗,刘彦",3
3582,赵椿，字仲龄，新安人。学问有源，操履端正，杜门力学，不同流俗。舒璘教授徽州，数造其门，而以学正处之。,"赵椿,舒璘",2
3583,赵鼎，(1085～1147)，字元镇，自号得全居士，解州闻喜人。崇宁五年进士，对策斥章惇误国，累官河南洛阳令。高宗即位，除权户部员外郎。累官殿中侍御史，条陈四十事，迁御史中丞，进尚书右仆射、同中书门下平章事，兼枢密使。初鼎荐张浚，后并相，协心以图兴复之功，与秦桧论和议多不合，罢谪岭南。绍兴十七年移吉阳军，不食而卒，年六十三。自题铭旌云：身骑箕尾归天上，气作山河壮本朝。孝宗即位，追諡忠简，封丰国公。为诗文皆无愧作者。有忠正德文集十卷、建炎笔录三卷。,"赵鼎,得全居士,章惇,高宗,平章,张浚,秦桧,孝宗",8
3584,赵葵，(1186～1266)，字南仲，号信庵，一号庸斋，衡山人，范弟。父方为荆湖制置使，葵常从，每闻警报，与诸将偕出，遇敌辄深入。一日方行犒赏，军士愤其薄，葵时年十三，亟呼曰：此朝廷赐也，本司别有赏赉，军士遂定，人服其机警。其后败金人，破李全，功最多。进兵部侍郎，累官右丞相，兼枢密使。四上表力辞，罢为观文殿学士。历两淮宣抚使，判扬州，加少傅，封冀国公，以武安军节度使致仕。咸淳二年舟次小孤山而卒，年八十一，諡忠靖。葵善画墨梅，工诗文，有诗集。,"赵葵,李全",2
3585,某氏，姬某氏，善诗赋，一日葵朝罢，归私第，不见诸姬，寻之，乃群聚摘青梅，葵责令能诗姬赋诗。,,0
3586,赵演，字仲长，汝汉人。吕希哲婿，谨厚笃实，动法古人，从希哲学。希哲谪符离，滨时时来省视，事希哲如事父。,"赵演,吕希哲",2
3587,赵榛，徽宗第十八子。累封信王，从钦宗北行，至庆源，亡匿真定境中，遣人诣行在，奏请委总大军，与诸砦乡兵约日大举。黄潜善、汪伯彦疑其非真，会有言榛将渡河入京，高宗因诏择日还京，以伐其谋。金人知之，事遂败。榛亡，不知所在，或曰，后与徽宗同居五国城。,"赵榛,徽宗,钦宗,黄潜善,汪伯彦,高宗",6
3588,赵纶，(1164～1222)，字君任，号时斋，闻喜人，鼎曾孙。赵汝愚深器之，白帝用为澧州安乡令，以平群盗功，改安抚司机宜文字。嘉定间，累督军破金人，用兵如宿将，嫉妒亦自此起。充淮西安抚使，知庐州，未几论罢。寻知其无罪，令复官，而纶已卒，时嘉定十五年，年五十九。有时斋遗稿二十卷。,"赵纶,赵汝",2
3589,赵稹，(963～1038)，字表微，单父人，徙宣城。年二十六第进士，真宗时历官兵部员外郎、益州路转运使，数言部中事，一日章数上。以厚结刘美人家婢，天圣初累擢吏部侍郎。明道二年，拜尚书右丞，后迁礼部尚书致仕，景祐五年卒，年七十六，諡僖质。,"赵稹,真宗,刘美",3
3590,赵泽，少从石介游，介称其亭亭能立。元祐四年两省同举御史。,"赵泽,石介",2
3591,赵霑，字彦泽，瑞安人，霄弟。学业亚于其兄，大观中以八行举，耻为蔡氏所设科，力辞不赴。方腊之难，守御有劳，既卒，县人立祠祀之。,"赵霑,方腊",2
3592,赵遹，开封人。徽宗时累官兵部尚书，尝平晏州夷，擒其酋，拓地二千里，募人耕种习战守，号其兵曰胜兵。涞水人董才聚众为贼，后为辽人所破，遂上书请取全燕以自効，遹极言其害。及遹宣抚熙州，诸蕃相贺曰：吾父来，朝廷真欲无事矣。争出耡耨，牛价为顿高。寻以疾致仕。,"赵遹,徽宗,董才",3
3593,赵璠，衡山人。咸淳进士。与其叔父漂起兵湘乡，应文天祥，授军器监。天祥败，璠等不知所终。,"赵璠,文天祥",2
3594,赵樽，为成闵中军统制，闵令樽屯德安，居五日，信阳军以金兵告急，樽乃率所部驰信阳。既至，金兵退，复进军收复蔡州，击退金兵。军中号为赵大斧。官至宁远军节度使侍卫马军都指挥使，赠太尉。諡威质。,"赵樽,成闵",2
3595,赵济，雍丘人。父宗道，与邵雍游，济兄弟因以父师礼事雍。庆历中，由大理寺丞知万年县。累迁提点淮南刑狱，转陕西转运判官。元丰六年调知熙州，在任三年，以事降调。济在提举常平时尝劾富弼不行新法，后悔之，向弼请罪。,"赵济,宗道,邵雍,富弼",4
3596,赵镕，(944～998)，本名容，字化钧，沧州乐陵人。以刀笔事太宗于藩邸，及即位，补供奉官。以告秦王廷美阴事，迁六宅使，累官同知枢密院事。尝遣吏卒变服散之京城以察事，颇有诬害，太宗知之，故后所廉事不复听。真宗立，出为寿州观察使。咸平元年卒，年五十五。,"赵镕,太宗,王廷,真宗",4
3597,赵赞，并州人。性险诐辩给，好言利害，太宗时积官至供奉，专钩校三司簿。赞自选吏十数人为耳目，专伺中书枢密及三司事，乘间白之，帝以为忠，授西京作坊副使。会上元节，京城张灯，帝以上清宫成临幸，赞邀其党携妓乐登宫中玉皇阁，帝大怒，配隶房州，赐死于道。,太宗,1
3598,赵权，义乌人。气豪有才略，宣和中，睦寇猖獗，权诣大将杨惟中，请独当一面，以破贼功，补迪功郎，充本县尉。,赵权,1
3599,赵九龄，字次张。游京师，遇名龙可者饮于市肆，龙牵九龄臂迫共饮，并留之。一日同出城外比射，龙十发十中，俄谓九龄曰，后三年此处皆北人，城必破，后果如其言。九龄尝为李纲所辟，纲罢，九龄亦归。又尝识岳飞于行伍。赵鼎欲用之，有谮者沮而止。,"赵九龄,龙可,李纲,岳飞,赵鼎",5
3600,赵子恭，德照五代孙。庆元元年由忠翊郎袭封安定郡王，奉太祖祀。授利州观察使卒。,"赵子恭,太祖",2
3601,赵子淔，字正之，德昭五世孙，令铄子。官龙图阁秘阁修撰。靖康初金人侵洛，子淔奔荆南。溃兵祝靖等破荆南，子淔泣说以亟还都城，护社稷，取功名，无贪财扰州县，皆应诺。因草檄趣之，靖等遂北行。绍兴间进宝文阁直学士，再知西外宗正司，卒年六十七。子淔善谈论，工诗，然崇宁、大观间，土木繁兴，子淔每董其役，识者鄙之。,"赵子淔,子淔",2
3602,赵子崧，字伯山，自号鑑堂居士，德昭五世孙。崇宁五年进士，宣和间知淮宁府。汴京失守，起兵勤王，移檄中外，劝诸路毋受张邦昌伪赦，又移书责邦昌。及康王即位，子崧请放诸路常平积欠钱，并建三屯之议。除延康殿学士，后为御营统制辛道宗中伤，以罪谪居南雄州卒。绍兴三年复集英殿修撰。有朝野遗事一卷。,"赵子崧,鑑堂居士,张邦昌,道宗",4
3603,赵子新，陆九渊门人。九渊称歎其美质，谓为人中之一瑞，但以其不能进境为忧。,"赵子新,陆九渊",2
3604,赵子涛，太祖六世孙。袭封安定郡王，奉太祖祀。尝知金华县。,"赵子涛,太祖,金华",3
3605,赵子觌，德昭五世孙。嘉定二年七月袭封安定郡王，奉太祖祀。授金州观察使卒。,"赵子觌,太祖",2
